UDI,Product_ID,Type,Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,Machine_failure,TWF,HDF,PWF,OSF,RNF,temp_diff,power_W,wear_torque,temp_per_rpm,high_wear,product_type_enc
7615,L54794,L,300.5,311.4,1432,47.5,51,0,0,0,0,0,0,10.899999999999977,7123.037743239257,2422.5,0.2173063503140265,0,0
7616,L54795,L,300.5,311.4,1442,47.0,53,0,0,0,0,0,0,10.899999999999977,7097.276683479821,2491.0,0.21580041580041578,0,0
7617,M22476,M,300.6,311.4,1468,40.4,55,0,0,0,0,0,0,10.799999999999955,6210.6354608326865,2222.0,0.21198093941456772,0,1
7618,L54797,L,300.5,311.4,1556,45.3,58,0,0,0,0,0,0,10.899999999999977,7381.360435168434,2627.3999999999996,0.19999999999999998,0,0
7619,M22478,M,300.5,311.4,1312,51.4,60,0,0,0,0,0,0,10.899999999999977,7061.965182053471,3084.0,0.23716679360243714,0,1
7620,L54799,L,300.6,311.5,1459,47.0,63,0,0,0,0,0,0,10.899999999999977,7180.947767820429,2961.0,0.21335616438356164,0,0
7621,L54800,L,300.5,311.5,1651,36.9,65,0,0,0,0,0,0,11.0,6379.7264494244,2398.5,0.1885593220338983,0,0
7622,L54801,L,300.5,311.5,1490,38.4,67,0,0,0,0,0,0,11.0,5991.645508926454,2572.7999999999997,0.20892018779342722,0,0
7623,M22482,M,300.6,311.6,1473,31.5,69,0,0,0,0,0,0,11.0,4858.944277674654,2173.5,0.2113975576662144,0,1
7624,L54803,L,300.6,311.7,1734,29.9,72,0,0,0,0,0,0,11.099999999999966,5429.363255786952,2152.7999999999997,0.17965417867435157,0,0
7625,L54804,L,300.6,311.7,1507,45.5,74,0,0,0,0,0,0,11.099999999999966,7180.476528922392,3367.0,0.20669761273209547,0,0
7626,L54805,L,300.6,311.7,1556,34.9,76,0,0,0,0,0,0,11.099999999999966,5686.743469920052,2652.4,0.2001926782273603,0,0
7627,H37040,H,300.5,311.6,1351,53.5,78,0,0,0,0,0,0,11.100000000000023,7568.986820416329,4173.0,0.2304733727810651,0,2
7628,L54807,L,300.5,311.7,1445,44.8,83,0,0,0,0,0,0,11.199999999999989,6779.138067426294,3718.3999999999996,0.21556016597510372,0,0
7629,L54808,L,300.5,311.7,1619,32.7,85,0,0,0,0,0,0,11.199999999999989,5543.999971716445,2779.5000000000005,0.1924074074074074,0,0
7630,M22489,M,300.5,311.7,1269,64.0,87,0,0,0,0,0,0,11.199999999999989,8504.919631798288,5568.0,0.24543307086614172,0,1
7631,L54810,L,300.5,311.6,1534,37.7,90,0,0,0,0,0,0,11.100000000000023,6056.13193412914,3393.0000000000005,0.20299674267100978,0,0
7632,L54811,L,300.5,311.6,1444,49.3,92,0,0,0,0,0,0,11.100000000000023,7454.915591164482,4535.599999999999,0.2156401384083045,0,0
7633,L54812,L,300.5,311.6,1744,26.8,94,0,0,0,0,0,0,11.100000000000023,4894.5175784888015,2519.2000000000003,0.17856733524355303,0,0
7634,L54813,L,300.4,311.5,1441,44.6,96,0,0,0,0,0,0,11.100000000000023,6730.1920538833665,4281.6,0.21601941747572814,0,0
7635,M22494,M,300.3,311.3,1506,40.7,98,0,0,0,0,0,0,11.0,6418.713614255451,3988.6000000000004,0.20656934306569344,0,1
7636,L54815,L,300.3,311.4,1526,38.5,101,0,0,0,0,0,0,11.099999999999966,6152.390333035132,3888.5,0.20392927308447936,0,0
7637,L54816,L,300.4,311.5,1704,29.7,103,0,0,0,0,0,0,11.100000000000023,5299.7411428998375,3059.1,0.18269794721407626,0,0
7638,H37051,H,300.4,311.4,1445,52.4,105,0,0,0,0,0,0,11.0,7929.170418150397,5502.0,0.21535269709543567,0,2
7639,L54818,L,300.5,311.5,1661,35.9,110,0,0,0,0,0,0,11.0,6244.4285258098,3949.0,0.18742478941034899,0,0
7640,L54819,L,300.5,311.4,1466,41.8,112,0,0,0,0,0,0,10.899999999999977,6417.100930026606,4681.599999999999,0.21226993865030674,0,0
7641,L54820,L,300.4,311.3,1608,35.1,114,0,0,0,0,0,0,10.900000000000034,5910.466754757694,4001.4,0.1934742075823493,0,0
7642,M22501,M,300.4,311.4,1352,57.3,116,0,0,0,0,0,0,11.0,8112.597541217994,6646.799999999999,0.2301552106430155,0,1
7643,M22502,M,300.4,311.4,1604,31.7,119,0,0,0,0,0,0,11.0,5324.664444618315,3772.2999999999997,0.19401869158878504,0,1
7644,H37057,H,300.4,311.4,1427,50.7,122,0,0,0,0,0,0,11.0,7576.359091176753,6185.400000000001,0.21806722689075628,0,2
7645,L54824,L,300.4,311.4,1424,44.6,127,0,0,0,0,0,0,11.0,6650.793535551641,5664.2,0.21852631578947368,0,0
7646,L54825,L,300.4,311.4,1662,29.3,129,0,0,0,0,0,0,11.0,5099.496027160024,3779.7000000000003,0.1872519542994588,0,0
7647,L54826,L,300.4,311.4,1936,23.9,131,0,0,0,0,0,0,11.0,4845.424957288706,3130.8999999999996,0.16076406814661848,0,0
7648,L54827,L,300.4,311.4,1728,31.7,133,0,0,0,0,0,0,11.0,5736.296858042675,4216.099999999999,0.18010410641989588,0,0
7649,L54828,L,300.4,311.4,1552,28.8,135,0,0,0,0,0,0,11.0,4680.7217264365045,3888.0,0.20051513200257565,0,0
7650,H37063,H,300.4,311.5,1662,29.0,137,0,0,0,0,0,0,11.100000000000023,5047.2827572573615,3973.0,0.1873120865904991,0,2
7651,L54830,L,300.3,311.4,1343,57.7,142,0,0,0,0,0,0,11.099999999999966,8114.849015953067,8193.4,0.23169642857142855,0,0
7652,M22511,M,300.4,311.5,1476,32.6,144,0,0,0,0,0,0,11.100000000000023,5038.863288945741,4694.400000000001,0.2109004739336493,0,1
7653,L54832,L,300.3,311.4,1346,51.1,147,0,0,0,0,0,0,11.099999999999966,7202.687588983271,7511.7,0.23118040089086858,0,0
7654,L54833,L,300.4,311.5,1492,44.6,149,0,0,0,0,0,0,11.100000000000023,6968.387608878545,6645.400000000001,0.2086403215003349,0,0
7655,M22514,M,300.3,311.5,1540,41.5,151,0,0,0,0,0,0,11.199999999999989,6692.6395496974565,6266.5,0.20214146658014276,0,1
7656,L54835,L,300.4,311.5,1596,32.5,154,0,0,0,0,0,0,11.100000000000023,5431.813698056752,5005.0,0.19505322479649342,0,0
7657,L54836,L,300.5,311.6,1541,47.8,156,0,0,0,0,0,0,11.100000000000023,7713.636218163114,7456.799999999999,0.20207522697795072,0,0
7658,L54837,L,300.5,311.6,1661,30.0,158,0,0,0,0,0,0,11.100000000000023,5218.185397612647,4740.0,0.1874849578820698,0,0
7659,M22518,M,300.4,311.6,1359,55.4,160,0,0,0,0,0,0,11.200000000000045,7884.203755302016,8864.0,0.22911764705882354,0,1
7660,L54839,L,300.5,311.6,1528,42.4,163,0,0,0,0,0,0,11.100000000000023,6784.499718888421,6911.2,0.2037933289731851,0,0
7661,M22520,M,300.5,311.6,1246,52.9,165,0,0,0,0,0,0,11.100000000000023,6902.435107104182,8728.5,0.24987971130713715,0,1
7662,L54841,L,300.5,311.6,1575,32.5,168,0,0,0,0,0,0,11.100000000000023,5360.342465187585,5460.0,0.19771573604060916,0,0
7663,M22522,M,300.5,311.6,1658,30.4,170,0,0,0,0,0,0,11.100000000000023,5278.2107612472355,5168.0,0.18782399035563593,0,1
7664,L54843,L,300.5,311.6,1385,54.8,173,0,0,0,0,0,0,11.100000000000023,7948.019974071937,9480.4,0.22481962481962484,0,0
7665,H37078,H,300.5,311.7,1454,50.3,175,0,0,0,0,0,0,11.199999999999989,7658.804954382461,8802.5,0.21422680412371134,0,2
7666,L54845,L,300.5,311.6,1497,40.5,180,0,0,0,0,0,0,11.100000000000023,6349.0016732722925,7290.0,0.2080106809078772,0,0
7667,M22526,M,300.6,311.7,1424,50.8,182,0,0,0,0,0,0,11.099999999999966,7575.343309552092,9245.6,0.21873684210526315,0,1
7668,L54847,L,300.6,311.7,1528,43.9,185,0,0,0,0,0,0,11.099999999999966,7024.5173976226815,8121.5,0.20385873119686068,0,0
7669,L54848,L,300.6,311.8,1539,37.0,187,0,0,0,0,0,0,11.199999999999989,5963.057015778787,6919.0,0.20246753246753246,0,0
7670,L54849,L,300.7,311.8,1336,58.4,189,1,0,0,0,1,0,11.100000000000023,8170.486621848144,11037.6,0.23320867614061333,0,0
7671,L54850,L,300.5,311.6,1525,37.6,191,0,0,0,0,0,0,11.100000000000023,6004.630758561292,7181.6,0.20419397116644825,0,0
7672,M22531,M,300.5,311.6,1456,51.1,193,0,0,0,0,0,0,11.100000000000023,7791.317332510879,9862.300000000001,0.21386410432395334,0,1
7673,M22532,M,300.5,311.7,2141,17.2,196,0,0,0,0,0,0,11.199999999999989,3856.325926232495,3371.2,0.14551820728291315,0,1
7674,M22533,M,300.5,311.6,1476,39.1,199,0,0,0,0,0,0,11.100000000000023,6043.544619563757,7780.900000000001,0.2109681787406906,0,1
7675,L54854,L,300.5,311.6,1509,47.2,202,0,0,0,0,0,0,11.100000000000023,7458.643614446743,9534.400000000001,0.20635761589403975,1,0
7676,L54855,L,300.5,311.6,1447,45.4,204,0,0,0,0,0,0,11.100000000000023,6879.438648879905,9261.6,0.21519337016574588,1,0
7677,L54856,L,300.6,311.7,1448,49.1,206,0,0,0,0,0,0,11.099999999999966,7445.239485791427,10114.6,0.21511387163561077,1,0
7678,L54857,L,300.6,311.7,1428,52.6,208,0,0,0,0,0,0,11.099999999999966,7865.79402235198,10940.800000000001,0.21812456263121063,1,0
7679,M22538,M,300.6,311.7,1389,52.1,210,0,0,0,0,0,0,11.099999999999966,7578.244046768906,10941.0,0.22424460431654675,1,1
7680,L54859,L,300.7,311.7,1635,32.4,213,0,0,0,0,0,0,11.0,5547.424307708856,6901.2,0.19052567237163814,1,0
7681,L54860,L,300.7,311.7,1395,43.7,215,0,0,0,0,0,0,11.0,6383.873351727139,9395.5,0.2232808022922636,1,0
7682,L54861,L,300.7,311.8,1443,43.7,217,0,0,0,0,0,0,11.100000000000023,6603.533510066139,9482.900000000001,0.21592797783933518,1,0
7683,M22542,M,300.7,311.7,1412,49.1,219,0,0,0,0,0,0,11.0,7260.136846641917,10752.9,0.2205944798301486,1,1
7684,L54863,L,300.7,311.7,1524,43.5,222,0,0,0,0,0,0,11.0,6942.291445902724,9657.0,0.2043934426229508,1,0
7685,M22544,M,300.7,311.8,1407,42.4,224,0,0,0,0,0,0,11.100000000000023,6247.245487222519,9497.6,0.22144886363636365,1,1
7686,L54865,L,300.8,311.7,1397,43.5,227,0,0,0,0,0,0,10.899999999999977,6363.767158744164,9874.5,0.22296137339055794,1,0
7687,M22546,M,300.7,311.7,1504,36.9,229,0,0,0,0,0,0,11.0,5811.69508172883,8450.1,0.207109634551495,1,1
7688,M22547,M,300.7,311.7,2097,18.9,232,1,1,0,0,0,0,11.0,4150.389470584011,4384.799999999999,0.14857006673021925,1,1
7689,L54868,L,300.6,311.7,1553,39.8,0,0,0,0,0,0,0,11.099999999999966,6472.665232093098,0.0,0.20057915057915057,0,0
7690,L54869,L,300.6,311.7,1432,39.2,2,0,0,0,0,0,0,11.099999999999966,5878.38062178903,78.4,0.21751570132588974,0,0
7691,M22550,M,300.5,311.6,1577,36.5,4,0,0,0,0,0,0,11.100000000000023,6027.721464565177,146.0,0.19746514575411916,0,1
7692,M22551,M,300.5,311.5,1370,56.1,7,0,0,0,0,0,0,11.0,8048.4462192316905,392.7,0.22720641867250183,0,1
7693,H37106,H,300.5,311.6,1506,36.2,10,0,0,0,0,0,0,11.100000000000023,5709.027833809517,362.0,0.20676841406768415,0,2
7694,L54873,L,300.6,311.6,1964,21.4,15,0,0,0,0,0,0,11.0,4401.329419777253,321.0,0.15857506361323156,0,0
7695,H37108,H,300.6,311.7,1500,36.7,17,0,0,0,0,0,0,11.099999999999966,5764.822519337271,623.9000000000001,0.20766155896069285,0,2
7696,L54875,L,300.6,311.7,1488,47.7,22,0,0,0,0,0,0,11.099999999999966,7432.756890981163,1049.4,0.20933512424445935,0,0
7697,H37110,H,300.6,311.5,1282,60.2,24,0,0,0,0,0,0,10.899999999999977,8081.893709016912,1444.8000000000002,0.24279033515198753,0,2
7698,L54877,L,300.5,311.4,1400,45.1,29,0,0,0,0,0,0,10.899999999999977,6612.005338255317,1307.9,0.2222698072805139,0,0
7699,L54878,L,300.6,311.5,1419,38.6,31,0,0,0,0,0,0,10.899999999999977,5735.8570350711725,1196.6000000000001,0.2193661971830986,0,0
7700,M22559,M,300.7,311.5,1441,40.6,33,0,0,0,0,0,0,10.800000000000011,6126.5873853736475,1339.8,0.21601941747572814,0,1
7701,M22560,M,300.7,311.6,1348,62.5,36,0,0,0,0,0,0,10.900000000000034,8822.639368831336,2250.0,0.23098591549295777,0,1
7702,H37115,H,300.8,311.7,1468,38.7,39,0,0,0,0,0,0,10.899999999999977,5949.296839956064,1509.3000000000002,0.2121851599727706,0,2
7703,M22562,M,300.7,311.7,1701,30.8,44,0,0,0,0,0,0,11.0,5486.351746523072,1355.2,0.18313748531139834,0,1
7704,H37117,H,300.7,311.7,1864,23.6,47,0,0,0,0,0,0,11.0,4606.663915615882,1109.2,0.1671313672922252,0,2
7705,M22564,M,300.6,311.6,1630,31.8,52,0,0,0,0,0,0,11.0,5428.043786872445,1653.6000000000001,0.1910484365419988,0,1
7706,L54885,L,300.5,311.5,1316,49.7,55,0,0,0,0,0,0,11.0,6849.216527552372,2733.5,0.23652239939255884,0,0
7707,L54886,L,300.5,311.5,1708,31.2,57,0,0,0,0,0,0,11.0,5580.473862424622,1778.3999999999999,0.18227033352837918,0,0
7708,H37121,H,300.5,311.4,1679,27.5,59,0,0,0,0,0,0,10.899999999999977,4835.17289326249,1622.5,0.18535714285714283,0,2
7709,L54888,L,300.5,311.4,1709,32.3,64,0,0,0,0,0,0,10.899999999999977,5780.603786433802,2067.2,0.18210526315789471,0,0
7710,L54889,L,300.5,311.4,1445,41.5,66,0,0,0,0,0,0,10.899999999999977,6279.781915138196,2739.0,0.21535269709543567,0,0
7711,M22570,M,300.5,311.4,1390,51.9,68,0,0,0,0,0,0,10.899999999999977,7554.5878540873755,3529.2,0.22386772106398273,0,1
7712,L54891,L,300.4,311.4,1309,55.5,71,0,0,0,0,0,0,11.0,7607.8378495657225,3940.5,0.2377099236641221,0,0
7713,L54892,L,300.5,311.5,1499,37.6,73,0,0,0,0,0,0,11.0,5902.256725956312,2744.8,0.20766666666666667,0,0
7714,M22573,M,300.5,311.4,2072,18.8,75,0,0,0,0,0,0,10.899999999999977,4079.211453029179,1410.0,0.15021707670043413,0,1
7715,L54894,L,300.5,311.5,1487,43.0,78,0,0,0,0,0,0,11.0,6695.885862106166,3354.0,0.20934139784946237,0,0
7716,L54895,L,300.5,311.5,1302,49.6,80,0,0,0,0,0,0,11.0,6762.718009823533,3968.0,0.2390636991557943,0,0
7717,M22576,M,300.5,311.5,1378,48.2,82,0,0,0,0,0,0,11.0,6955.444247145754,3952.4,0.22588832487309646,0,1
7718,L54897,L,300.5,311.6,1365,53.0,85,0,0,0,0,0,0,11.100000000000023,7575.950684131786,4505.0,0.22811127379209373,0,0
7719,H37132,H,300.6,311.7,1427,44.6,87,0,0,0,0,0,0,11.099999999999966,6664.805038786651,3880.2000000000003,0.21827731092436975,0,2
7720,H37133,H,300.6,311.7,1535,33.3,92,0,0,0,0,0,0,11.099999999999966,5352.802642818968,3063.6,0.20292968749999998,0,2
7721,H37134,H,300.5,311.6,1476,41.7,97,0,0,0,0,0,0,11.100000000000023,6445.417151810963,4044.9,0.2109681787406906,0,2
7722,L54901,L,300.5,311.6,1425,42.4,102,0,0,0,0,0,0,11.100000000000023,6327.167604329842,4324.8,0.21851332398316972,0,0
7723,L54902,L,300.5,311.7,1409,54.7,104,0,0,0,0,0,0,11.199999999999989,8070.992382508954,5688.8,0.22106382978723405,0,0
7724,L54903,L,300.5,311.6,1730,30.2,106,0,0,0,0,0,0,11.100000000000023,5471.188325981744,3201.2,0.18001155401502023,0,0
7725,M22584,M,300.5,311.6,1454,41.4,108,0,0,0,0,0,0,11.100000000000023,6303.6684912809915,4471.2,0.2141580756013746,0,1
7726,L54905,L,300.6,311.7,1744,26.9,111,0,0,0,0,0,0,11.099999999999966,4912.78070378167,2985.8999999999996,0.17862464183381088,0,0
7727,M22586,M,300.8,311.9,1761,29.0,113,0,0,0,0,0,0,11.099999999999966,5347.933174205905,3277.0,0.17701475595913732,0,1
7728,M22587,M,300.7,311.9,1657,30.9,116,0,0,0,0,0,0,11.199999999999989,5361.787597808236,3584.3999999999996,0.18811821471652593,0,1
7729,L54908,L,300.7,311.8,1420,47.0,119,0,0,0,0,0,0,11.100000000000023,6988.996456686093,5593.0,0.21942294159042927,0,0
7730,H37143,H,300.7,311.9,1329,59.2,121,0,0,0,0,0,0,11.199999999999989,8239.015229598448,7163.200000000001,0.2345112781954887,0,2
7731,L54910,L,300.6,311.9,1472,44.2,126,0,0,0,0,0,0,11.299999999999955,6813.318595497351,5569.200000000001,0.211744738628649,0,0
7732,L54911,L,300.6,312.0,1566,30.1,128,0,0,0,0,0,0,11.399999999999977,4936.133209173355,3852.8,0.19910657306955967,0,0
7733,L54912,L,300.6,312.0,1430,42.7,130,0,0,0,0,0,0,11.399999999999977,6394.292967361546,5551.0,0.2180293501048218,0,0
7734,L54913,L,300.6,312.0,1481,40.9,132,0,0,0,0,0,0,11.399999999999977,6343.179254887639,5398.8,0.21052631578947367,0,0
7735,L54914,L,300.6,312.0,1670,29.4,134,0,0,0,0,0,0,11.399999999999977,5141.530536865055,3939.6,0.1867145421903052,0,0
7736,L54915,L,300.6,312.0,1406,55.1,136,0,0,0,0,0,0,11.399999999999977,8112.702260973113,7493.6,0.22174840085287847,0,0
7737,H37150,H,300.6,312.1,1354,46.9,138,0,0,0,0,0,0,11.5,6649.976721461707,6472.2,0.23033210332103324,0,2
7738,M22597,M,300.5,312.0,1985,19.3,143,0,0,0,0,0,0,11.5,4011.8661785117256,2759.9,0.15709969788519637,0,1
7739,M22598,M,300.5,312.0,1263,60.8,146,0,0,0,0,0,0,11.5,8041.471883540721,8876.8,0.2468354430379747,0,1
7740,L54919,L,300.5,311.9,1576,31.1,149,0,0,0,0,0,0,11.399999999999977,5132.692189532956,4633.900000000001,0.19778059606848444,0,0
7741,L54920,L,300.5,312.0,1453,45.1,151,0,0,0,0,0,0,11.5,6862.31696891784,6810.1,0.21458046767537828,0,0
7742,L54921,L,300.5,312.0,1478,39.0,153,0,0,0,0,0,0,11.5,6036.256124607428,5967.0,0.21095334685598377,0,0
7743,M22602,M,300.5,311.9,1323,57.9,155,0,0,0,0,0,0,11.399999999999977,8021.711265749642,8974.5,0.2355740181268882,0,1
7744,L54923,L,300.5,311.9,1710,28.4,158,0,0,0,0,0,0,11.399999999999977,5085.610187631158,4487.2,0.18229105786090005,0,0
7745,L54924,L,300.4,311.7,1314,59.5,160,0,0,0,0,0,0,11.300000000000011,8187.304614520361,9520.0,0.23703422053231937,0,0
7746,L54925,L,300.4,311.7,1460,39.6,162,0,0,0,0,0,0,11.300000000000011,6054.47736199825,6415.2,0.21334702258726898,0,0
7747,M22606,M,300.4,311.7,1508,45.4,164,0,0,0,0,0,0,11.300000000000011,7169.44953870829,7445.599999999999,0.20656063618290257,0,1
7748,M22607,M,300.5,311.8,1331,55.3,167,0,0,0,0,0,0,11.300000000000011,7707.824271753972,9235.1,0.2340840840840841,0,1
7749,L54928,L,300.4,311.7,1515,47.4,170,0,0,0,0,0,0,11.300000000000011,7520.030334897888,8058.0,0.20560686015831134,0,0
7750,L54929,L,300.4,311.6,1674,33.0,172,0,0,0,0,0,0,11.200000000000045,5784.928712320245,5676.0,0.18602985074626868,0,0
7751,L54930,L,300.4,311.7,1444,51.2,174,0,0,0,0,0,0,11.300000000000011,7742.224711310781,8908.800000000001,0.21570934256055363,0,0
7752,M22611,M,300.4,311.7,1398,42.6,176,0,0,0,0,0,0,11.300000000000011,6236.5640722003145,7497.6,0.22280200142959256,0,1
7753,M22612,M,300.4,311.7,1832,24.2,179,0,0,0,0,0,0,11.300000000000011,4642.687511377044,4331.8,0.17004909983633387,0,1
7754,M22613,M,300.5,311.8,1591,42.0,182,0,0,0,0,0,0,11.300000000000011,6997.583476605905,7644.0,0.19585427135678393,0,1
7755,M22614,M,300.4,311.7,1478,39.9,185,0,0,0,0,0,0,11.300000000000011,6175.554342867599,7381.5,0.21075050709939147,0,1
7756,M22615,M,300.4,311.8,1362,47.6,188,0,0,0,0,0,0,11.400000000000034,6789.107388113686,8948.800000000001,0.22876008804108586,0,1
7757,L54936,L,300.5,311.8,1368,57.9,191,1,0,0,0,1,0,11.300000000000011,8294.558587713915,11058.9,0.2277574872169467,0,0
7758,M22617,M,300.3,311.7,1723,28.3,193,0,0,0,0,0,0,11.399999999999977,5106.2295074142185,5461.900000000001,0.18080046403712297,0,1
7759,L54938,L,300.4,311.8,1689,30.8,196,0,0,0,0,0,0,11.400000000000034,5447.6473250308445,6036.8,0.18449704142011836,0,0
7760,L54939,L,300.4,311.8,1272,59.2,198,1,0,0,0,1,0,11.400000000000034,7885.648887922669,11721.6,0.24493322859387276,0,0
7761,M22620,M,300.4,311.7,1511,33.0,200,0,0,0,0,0,0,11.300000000000011,5221.641149531595,6600.0,0.20615079365079364,0,1
7762,H37175,H,300.4,311.6,1715,30.8,203,0,0,0,0,0,0,11.200000000000045,5531.5069049306685,6252.400000000001,0.1815850815850816,1,2
7763,M22622,M,300.3,311.5,1400,43.8,0,0,0,0,0,0,0,11.199999999999989,6421.415383937536,0.0,0.22234118486795146,0,1
7764,L54943,L,300.4,311.6,1200,76.6,3,1,0,0,1,0,0,11.200000000000045,9625.839890599125,229.79999999999998,0.2594504579517069,0,0
7765,M22624,M,300.4,311.7,1555,38.7,5,0,0,0,0,0,0,11.300000000000011,6301.877783468446,193.5,0.20032133676092545,0,1
7766,H37179,H,300.3,311.6,1427,56.2,8,0,0,0,0,0,0,11.300000000000011,8398.252089233403,449.6,0.2182072829131653,0,2
7767,L54946,L,300.3,311.4,1318,52.7,13,0,0,0,0,0,0,11.099999999999966,7273.6875829544,685.1,0.2360879454131918,0,0
7768,H37181,H,300.2,311.4,1319,54.6,15,0,0,0,0,0,0,11.199999999999989,7541.644492354586,819.0,0.2359090909090909,0,2
7769,M22628,M,300.2,311.4,1960,20.9,20,0,0,0,0,0,0,11.199999999999989,4289.740048721743,418.0,0.15879653238143804,0,1
7770,L54949,L,300.3,311.5,1552,38.9,23,0,0,0,0,0,0,11.199999999999989,6322.224831888195,894.6999999999999,0.20057952350289762,0,0
7771,L54950,L,300.3,311.5,1548,32.2,25,0,0,0,0,0,0,11.199999999999989,5219.8190257925135,805.0000000000001,0.20109748224661073,0,0
7772,L54951,L,300.3,311.6,1709,29.5,27,0,0,0,0,0,0,11.300000000000011,5279.498814235208,796.5,0.18222222222222223,0,0
7773,H37186,H,300.3,311.5,1464,41.0,29,0,0,0,0,0,0,11.199999999999989,6285.698581302458,1189.0,0.21262798634812285,0,2
7774,L54953,L,300.3,311.4,1759,24.8,34,0,0,0,0,0,0,11.099999999999966,4568.210821535942,843.2,0.17693181818181816,0,0
7775,L54954,L,300.3,311.5,1634,31.9,36,0,0,0,0,0,0,11.199999999999989,5458.475347710218,1148.3999999999999,0.19051987767584097,0,0
7776,L54955,L,300.3,311.5,1663,33.6,38,0,0,0,0,0,0,11.199999999999989,5851.404812870205,1276.8,0.18719951923076922,0,0
7777,M22636,M,300.3,311.5,1445,47.3,40,0,0,0,0,0,0,11.199999999999989,7157.438182796065,1892.0,0.21542185338865838,0,1
7778,L54957,L,300.3,311.5,1695,25.6,43,0,0,0,0,0,0,11.199999999999989,4543.999614152277,1100.8,0.18366745283018868,0,0
7779,L54958,L,300.4,311.6,1517,39.0,45,0,0,0,0,0,0,11.200000000000045,6195.534872144432,1755.0,0.205270092226614,0,0
7780,L54959,L,300.5,311.7,1811,26.8,47,0,0,0,0,0,0,11.199999999999989,5082.552370781664,1259.6000000000001,0.17201986754966886,0,0
7781,L54960,L,300.4,311.6,1815,23.5,49,0,0,0,0,0,0,11.200000000000045,4466.559355241288,1151.5,0.17158590308370045,0,0
7782,L54961,L,300.4,311.7,1513,40.0,51,0,0,0,0,0,0,11.300000000000011,6337.639579841809,2040.0,0.2058784676354029,0,0
7783,M22642,M,300.4,311.6,1518,36.4,53,0,0,0,0,0,0,11.200000000000045,5786.311013087825,1929.1999999999998,0.20513495720868993,0,1
7784,L54963,L,300.3,311.5,1667,28.8,56,0,0,0,0,0,0,11.199999999999989,5027.5535553928175,1612.8,0.1867505995203837,0,0
7785,L54964,L,300.3,311.5,1403,60.1,58,0,0,0,0,0,0,11.199999999999989,8830.001167616247,3485.8,0.22186609686609687,0,0
7786,L54965,L,300.2,311.5,1383,42.1,60,0,0,0,0,0,0,11.300000000000011,6097.234438013607,2526.0,0.22507225433526012,0,0
7787,L54966,L,300.3,311.5,1466,46.2,62,0,0,0,0,0,0,11.199999999999989,7092.585238450461,2864.4,0.21233810497614178,0,0
7788,L54967,L,300.3,311.5,1378,47.5,64,0,0,0,0,0,0,11.199999999999989,6854.43157135733,3040.0,0.22588832487309646,0,0
7789,M22648,M,300.2,311.5,1547,40.9,66,0,0,0,0,0,0,11.300000000000011,6625.859761857649,2699.4,0.20122739018087854,0,1
7790,L54969,L,300.2,311.5,1495,38.5,69,0,0,0,0,0,0,11.300000000000011,6027.4073052998165,2656.5,0.20822192513368984,0,0
7791,L54970,L,300.1,311.4,1729,29.3,71,0,0,0,0,0,0,11.299999999999955,5305.071378435428,2080.3,0.18,0,0
7792,L54971,L,300.1,311.4,1418,47.7,73,0,0,0,0,0,0,11.299999999999955,7083.09762863662,3482.1000000000004,0.2194503171247357,0,0
7793,H37206,H,300.1,311.4,1485,40.4,75,0,0,0,0,0,0,11.299999999999955,6282.556988648868,3030.0,0.2095558546433378,0,2
7794,L54973,L,300.1,311.5,1434,40.8,80,0,0,0,0,0,0,11.399999999999977,6126.859656736958,3264.0,0.21707317073170732,0,0
7795,M22654,M,300.2,311.6,1415,55.8,82,0,0,0,0,0,0,11.400000000000034,8268.357704982976,4575.599999999999,0.22005649717514125,0,1
7796,H37209,H,300.1,311.6,1674,29.6,85,0,0,0,0,0,0,11.5,5188.90575408119,2516.0,0.18602985074626868,0,2
7797,L54976,L,300.1,311.5,1454,52.4,90,0,0,0,0,0,0,11.399999999999977,7978.556254664831,4716.0,0.2140893470790378,0,0
7798,L54977,L,300.0,311.4,1476,39.0,92,0,0,0,0,0,0,11.399999999999977,6028.087983708095,3588.0,0.21083276912660798,0,0
7799,L54978,L,300.0,311.5,1812,28.3,94,0,0,0,0,0,0,11.5,5369.9871546341055,2660.2000000000003,0.1718146718146718,0,0
7800,L54979,L,300.0,311.4,1374,41.9,96,0,0,0,0,0,0,11.399999999999977,6028.779134091886,4022.3999999999996,0.22647272727272727,0,0
7801,M22660,M,300.1,311.4,1524,40.6,98,0,0,0,0,0,0,11.299999999999955,6479.472016175877,3978.8,0.2041967213114754,0,1
7802,L54981,L,300.0,311.4,1383,49.6,101,0,0,0,0,0,0,11.399999999999977,7183.440097992278,5009.6,0.22499999999999998,0,0
7803,L54982,L,299.9,311.3,1429,58.2,103,0,0,0,0,0,0,11.400000000000034,8709.31164984084,5994.6,0.2176923076923077,0,0
7804,M22663,M,299.8,311.3,1517,41.2,105,0,0,0,0,0,0,11.5,6545.026582880784,4326.0,0.20507246376811594,0,1
7805,M22664,M,299.9,311.4,1480,44.9,108,0,0,0,0,0,0,11.5,6958.837167211631,4849.2,0.2102633355840648,0,1
7806,L54985,L,299.9,311.4,1706,28.8,111,0,0,0,0,0,0,11.5,5145.1747843432195,3196.8,0.18242530755711775,0,0
